Pembicara,Tema,Menit,Teks
Prabowo,Tanya Jawab,2.14.36,sangat-sangat penting Ee Kita harus eh kurangi secara drastis angka kematian
Prabowo,Tanya Jawab,2.14.45,ibu yang kita termasuk ee 10 negara tertinggi angka kematian ibu pada saat
Prabowo,Tanya Jawab,2.14.52,melahirkan jadi ee Saya kira ee upaya-upaya untuk kesetaraan gender
Prabowo,Tanya Jawab,2.15.00,eh sangat penting juga di bidang politik kita melihat kaum perempuan sudah sangat
Prabowo,Tanya Jawab,2.15.06,mengambil peran yang sangat sangat menonjol dan saya akan mendorong ee
Prabowo,Tanya Jawab,2.15.11,peranan itu di pemerintah yang saya Pimpin kalau saya Dipilih Terima kasih
Moderator,Tanya Jawab,2.15.16,waktunya habis saya berikan kesempatan untuk Pak Anis menanggapi jawaban dari
Moderator,Tanya Jawab,2.15.22,capres nomor urut 2 waktunya 1 menit silakan dimulai dari bapak berbicara ya
Anis,Tanya Jawab,2.15.27,terima kasih Pak prabowo tapi Mohon maaf nampaknya Bapak belum menjawab pertanyaan kami karena pertanyaan adalah
Anis,Tanya Jawab,2.15.33,tentang perlindungan perempuan yang permasalahan apa dan bagaimana mengubahnya mohon nanti sesudah ini
Anis,Tanya Jawab,2.15.38,mungkin bisa dielaborasi soal perlindungannya kami melihat ada tiga hal ketika bicara itu satu perlindungan
Anis,Tanya Jawab,2.15.45,karena kita menyaksikan jumlah kekerasan pada perempuan luar biasa banyak tinggi catatannya
Anis,Tanya Jawab,2.15.50,"ada 3,2 juta kasus selama 8 tahun terakhir ini itu yang tercatat itu yang"
Anis,Tanya Jawab,2.15.56,terlaporkan dan perempuan ini harus dimuliakan harus dilindungi dan kekerasan pada perempuan tidak boleh
Anis,Tanya Jawab,2.16.03,disepelekan tidak boleh dianggap sebagai isu kecil dari mulai cat calling sampai
Anis,Tanya Jawab,2.16.08,kekerasan fisik itu semua harus di tindak tegas dan kami akan tidak tegas kemudian kedua kesetaraan yang
Anis,Tanya Jawab,2.16.14,sekarang bekerja dibangunkan daycare sehingga bagi ibu yang mempunyai anak bisa ada tempatnya yang ketiga
Anis,Tanya Jawab,2.16.21,kesejahteraan perempuan harus punya upah yang setara dengan laki-laki itu kira-kira pak terima kasih
Moderator,Tanya Jawab,2.16.27,baik kami berikan kesempatan Pak Prabowo menanggapi respon dari Pak Anis tadi
Moderator,Tanya Jawab,2.16.34,waktunya 1 menit dimulai dari bapak berbicara 
Prabowo,Tanya Jawab,2.16.41,Eh tadi Pak Anis kurang tegas membicarakan masalah kekerasan terhadap perempuan dan perlindungan Oh kita harus tegakkan hukum dalam perlindungan masalah-masalah itu kita tegakkan hukum
Prabowo,Tanya Jawab,2.16.48,dan itu harus kita tegakkan dengan sekeras-kerasnya dan itu sudah menurut saya aksiomatis tanpa kita berpikir
Prabowo,Tanya Jawab,2.16.55,panjang memang itu kita harus lindungi seluruh rakyat kita apalagi kaum perempuan dari segala bentuk penindasan
Prabowo,Tanya Jawab,2.17.03,eh kekerasan eksploitasi human trafficking dan
Prabowo,Tanya Jawab,2.17.08,sebagainya jadi saya eh sangat-sangat mendorong penegakan
Prabowo,Tanya Jawab,2.17.14,hukum yang sekuat-kuatnya dan bantuan kepada eh lembaga-lembaga event non
Prabowo,Tanya Jawab,2.17.21,pemerintah enjio-enjio yang bergerak di bidang perlindungan kaum perempuan saya
Prabowo,Tanya Jawab,2.17.27,sendiri aktif menyelamatkan kaum perempuan yang bekerja di luar negeri dari tindakan-tindakan kekerasan seperti itu Terima kasih
Moderator,Tanya Jawab,2.17.34,baik terima kasih hadirin sekalian
Moderator,Tanya Jawab,2.17.40,sekarang waktunya Bapak Ibu DI sini untuk memberikan apresiasi
Moderator,Tanya Jawab,2.17.46,kepada para calon presiden yang telah memasuki sesi tanya jawab dan saling menanggapi kami persilakan Bapak Ibu
Moderator,Tanya Jawab,2.17.51,untuk memberikan apresiasi setinggi-tingginya kepada para calon
Moderator,Tanya Jawab,2.17.56,presiden sesi tanya jawab antar calon presiden Anggi masih terus berlanjut sesat lagi ya betul andro Iya kita akan
Moderator,Tanya Jawab,2.18.02,lanjutkan usai jeda Tetaplah di debat kelima calon presiden Pemilu tahun 2024
Moderator,Tanya Jawab,2.24.59,Ya pemirsa anda kembali menyaksikan
Moderator,Tanya Jawab,2.25.06,debat kelima calon presiden Pemilu tahun 2024 dan kita masih akan melanjutkan
Moderator,Tanya Jawab,2.25.12,sesi tanya jawab antar calon presiden tentu saja masih sesuai dengan subtema malam hari ini pendidikan kesehatan
Moderator,Tanya Jawab,2.25.20,Ketenagakerjaan kebudayaan teknologi informasi Kesejahteraan Sosial dan
Moderator,Tanya Jawab,2.25.26,inklusi tapi Andro Sebelum kita lanjutkan saya ingin memberikan apresiasi yang luar biasa terutama untuk
Moderator,Tanya Jawab,2.25.31,audiens kita malam hari ini yang sangat tertib malam hari ini Terima kasih banyak bapak ibu para pendukung dari
Moderator,Tanya Jawab,2.25.37,01 02 dan juga 03 Terima kasih banyak atas kerja samanya semua hadirin sekalian
Moderator,Tanya Jawab,2.25.43,Oke kita juga akan melanjutkan sesi tanya jawab dan sekali lagi mengingatkan capres untuk menghindari ataupun kalau
Moderator,Tanya Jawab,2.25.50,menggunakan terminologi dan singkatan dielaborasi terlebih dahulu ya kami kembali mengundang para calon presiden
Moderator,Tanya Jawab,2.25.55,untuk menuju ke
Moderator,Tanya Jawab,2.26.03,podium hadirin sekalian dan juga pemirsa di awal segmen Ini calon Presiden nomor
Moderator,Tanya Jawab,2.26.10,urut 3 Bapak Ganjar pranowo akan memberikan pertanyaan kepada calon Presiden nomor
Moderator,Tanya Jawab,2.26.19,urut 2 Bapak Prabowo Subianto waktu Bapak Ganjar 1 menit dimulai saat Bapak berbicara silakan Pak ganjar
Ganjar,Tanya Jawab,2.26.24,Pak Prabowo Saya punya program internet gratis untuk sekolahan untuk UMKM tapi ada yang
Ganjar,Tanya Jawab,2.26.32,menarik Pak di Pontianak pada tanggal 20 Januari Bapak menyampaikan bahwa orang yang
Ganjar,Tanya Jawab,2.26.38,menginginkan internet gratis itu Maaf ini Pak otaknya
Ganjar,Tanya Jawab,2.26.43,lambat padahal biasanya mereka otaknya Cemerlang gitu di sisi lain ketika Bapak
Ganjar,Tanya Jawab,2.26.49,menyampaikan itu cawapres Bapak bicara iot
Ganjar,Tanya Jawab,2.26.54,hilirisasi digital dan banyak program yang sebenarnya Eh berbau digital padahal
Ganjar,Tanya Jawab,2.27.01,pak dengan internet gratis dan coverage-nya bagus ini bisa mengatasi
Ganjar,Tanya Jawab,2.27.06,kesenjangan data pendidikan kesehatan kemiskinan hampir semuanya ada nah ini
Ganjar,Tanya Jawab,2.27.14,dari BBS juga sudah menyampaikan Pak bahwa ee kondisi ketimbangan digital ini
Ganjar,Tanya Jawab,2.27.19,sangat tinggi di tempat kita pertanyaan saya kepada Pak Prabowo setuju tidak
Ganjar,Tanya Jawab,2.27.24,bapak untuk memperbaiki ketimbangan digital ini dan bagaimana caranya 
Moderator,Tanya Jawab,2.27.31,waktunya waktunya habis bapak kami persilakan sebentar bapak kami persilakan kepada calon Presiden nomor urut 2 Bapak Prabowo subianto untuk
Moderator,Tanya Jawab,2.27.36,menjawab pertanyaan dari bapak Ganjar pranowo durasinya 2 menit dimulai saat bapak berbicara
Prabowo,Tanya Jawab,2.27.44, mungkin Ee tidak lengkap yang Bapak dengar ucapan saya yang saya katakan adalah yang mana yang lebih penting
Prabowo,Tanya Jawab,2.27.52,internet gratis atau makan gratis untuk orang yang sedang susah untuk orang miskin untuk orang kalangan bawah itu
Prabowo,Tanya Jawab,2.28.01,yang saya maksud Kalau internet gratis ya Saya setuju tapi jangan internet
Prabowo,Tanya Jawab,2.28.07,gratis lebih dipentingkan daripada makan gratis makan ini mutlak untuk rakyat
Prabowo,Tanya Jawab,2.28.12,kita mereka harus makan anak-anak harus makan orang miskin harus makan itu maksud saya kalau internet gratis bagus
Prabowo,Tanya Jawab,2.28.20,untuk ketimpangan digital dan sebagainya saya pendapat Mungkin ada yang lapor ke bapak
Prabowo,Tanya Jawab,2.28.28,kurang lengkap Saya kira itu mungkin ya tapi saya tidak bermaksud bahwa internet
Prabowo,Tanya Jawab,2.28.33,gratis itu tidak penting tidak kalau dibandingkan dengan makan gratis makan
Prabowo,Tanya Jawab,2.28.39,gratis bagi saya strategis mengatasi banyak masalah saya kira itu jawaban saya terima kasih 
Moderator,Tanya Jawab,2.28.44,Masih Ada Waktu Bapak
Prabowo,Tanya Jawab,2.28.45,saya kira saya sudah jawab
Moderator,Tanya Jawab,2.28.53,baik Selanjutnya kami persilakan mohon tenang hadirin sekalian kami persilakan kepada calon Presiden Nomor 3 Bapak Ganjar pranowo untuk menangapi 
Ganjar,Tanya Jawab,2.28.58,inilah hebatnya kalau coverage internetnya bagus Pak jejak digital tidak akan pernah hilang Pak
Ganjar,Tanya Jawab,2.29.03,Prabowo maka statement bapak yang hari ini mencoba mengklarifikasi rasa-rasanya
Ganjar,Tanya Jawab,2.29.10,di publik sudah lewat Pak karena pertanyaan bapak itu sangat clear dan membandingkan itu maka kalau kalau kita
Ganjar,Tanya Jawab,2.29.17,berbicara bahwa orang yang pilih internet gratis ee otaknya Maaf lambat Saya kira statement
Ganjar,Tanya Jawab,2.29.24,itu sangat sadis dan tentu saja apa yang mesti kita lakukan Pak ada kurang lebih
Ganjar,Tanya Jawab,2.29.30,12 ribu desa yang masih Blank Spot Padahal kita ingin mendigitalisasi
Ganjar,Tanya Jawab,2.29.35,banyak hal untuk memberikan fasilitas ya pendidikan ya kesehatan ya dan dua
Ganjar,Tanya Jawab,2.29.42,Kementerian ini yang kita siapkan hari ini untuk jadi contoh kenapa karena relatif datanya lengkap kalau kemudian
Ganjar,Tanya Jawab,2.29.49,kita ingin membikin negara ini maju jauh lebih cepat Terima kasih 
Moderator,Tanya Jawab,2.29.55,silahkan kepada Bapak prabowo untuk menanggapi jawaban dari bapak ganjar 
Prabowo,Tanya Jawab,2.30.03,Maaf Pak Ganjar saya tegaskan kembali dalam konteks internet gratis kalau dibandingkan dengan makan
Prabowo,Tanya Jawab,2.30.10,gratis mana yang lebih diprioritaskan maksud saya makan gratis di atas
Prabowo,Tanya Jawab,2.30.17,bukan berarti internet gratis tidak penting sama sekali tidak saya apabila
Prabowo,Tanya Jawab,2.30.23,jadi presiden Saya akan bawa internet gratis ke seluruh desa di seluruh Indonesia jelas itu tapi makan gratis
Prabowo,Tanya Jawab,2.30.32,untuk anak-anak Indonesia dan ibu-ibu hamil itu strategic itu utama bagi saya terima kasih
Moderator,Tanya Jawab,2.30.38,Masih Ada Waktu Bapak ingin dimanfaatkan cukup cukup ya selanjutnya
Moderator,Tanya Jawab,2.30.46,kita akan beralih ke capres nomor urut 1 Pak Anis Baswedan yang akan bertanya ke capres nomor urut 3 Pak Ganjar pranowo
Moderator,Tanya Jawab,2.30.53,silakan Pak Anis pertanyaannya dimulai 1 menit dari Anda berbicara
Anis,Tanya Jawab,2.31.02,Pak Ganjar Ini pertanyaan saya terkait UKT yang mahal
Anis,Tanya Jawab,2.31.09,itu kampus memang seharusnya merdeka dan
Anis,Tanya Jawab,2.31.14,memerdekakan dan kampus Merdeka itu baik tapi bukan berarti merdeka untuk
Anis,Tanya Jawab,2.31.20,menaikkan ongkos bukan berarti menggunakan segala cara untuk bisa
Anis,Tanya Jawab,2.31.27,mendapatkan dana dari mahasiswanya nah belakangan kita mendengar fenomena ini
Anis,Tanya Jawab,2.31.34,bahkan ada yang kesulitan membayar UKT sampai harus malah dianjurkan untuk
Anis,Tanya Jawab,2.31.41,menyelesaikan lewat pinjol nah bagaimana pendapat dan pandangan Pak Ganjar
Anis,Tanya Jawab,2.31.50,melihat problem pendidikan tinggi di Indonesia ini 
Moderator,Tanya Jawab,2.31.57,silakan Pak Ganjar Ya silakan waktunya 2 menit Pak Ganjar untuk menjawab 
Ganjar,Tanya Jawab,2.32.04,Makasih Pak Anis yang pertama hentikan liberalisasi pendidikan hentikan hari ini berikanlah
Ganjar,Tanya Jawab,2.32.11,kepada para mahasiswa kita proporsi yang benar apa Ganjar Mahfud punya program
Ganjar,Tanya Jawab,2.32.19,satu keluarga miskin satu sarjana agar mereka tidak direpotkan pada persoalan ini dan Pak Anis tadi betul ikhtiar para
Ganjar,Tanya Jawab,2.32.28,mahasiswa hari ini agar dia tetap bisa sekolah adalah ngutang dan pinjol
Ganjar,Tanya Jawab,2.32.33,ternyata menjadi problem dan saya sepakat kami diskusi beberapa waktu lalu dengan para mahasiswa di Jogja ini
Ganjar,Tanya Jawab,2.32.40,menjadi cerita utama Pak Ganjar apa kemudian yang bisa kita dapatkan ketika
Ganjar,Tanya Jawab,2.32.46,kemudian kita harus memaju diri agar nasib kami jauh lebih baik karena kami tidak bisa mendapatkan akses yang mudah
Ganjar,Tanya Jawab,2.32.53,di situ saya ingin mengangkat kembali Sebenarnya dulu era senior-senior saya
Ganjar,Tanya Jawab,2.32.59,senior-senior kita Saya kira termasuk kakak saya sendiri dia punya KMI Kalau tidak salah waktu itu kredit mahasiswa
Ganjar,Tanya Jawab,2.33.07,Indonesia dan Kalau tidak salah Kakak saya sampai hari ini ijazahnya tidak pernah diambil juga karena itu dia lulus
Ganjar,Tanya Jawab,2.33.15,menggunakan kredit yang sangat murah diberikan skim oleh pemerintah dan modelnya seperti yarnen bayarnya setelah
Ganjar,Tanya Jawab,2.33.22,panen panennya apa ketika dia sudah lulus maka liberalisasi yang mesti dihentikan ini menurut saya mesti juga
Ganjar,Tanya Jawab,2.33.29,diimbangi dengan proporsionalitas kepada mana yang mampu
Ganjar,Tanya Jawab,2.33.34,dan mana yang kurang mampu yang kurang mampu mesti mendapatkan intervensi dari pemerintah dan tentu saja ee apa yang
Ganjar,Tanya Jawab,2.33.42,mesti dikerjakan oleh perguruan tinggi pun dia harus bisa menunjukkan bahwa eh
Ganjar,Tanya Jawab,2.33.48,UKT ini dengan kluster-kluster pembiyayaan seperti ini diperuntukkan untuk kalangan
Ganjar,Tanya Jawab,2.33.54,yang memang sesuai dengan strata mereka begitu 
Moderator,Tanya Jawab,2.34.01,cukup baik saya berikan kesempatan berikutnya untuk Pak Anis menanggapi jawaban dari capres nomor 3 waktunya 1 menit silakan dimulai dari anda bicara
Anis,Tanya Jawab,2.34.08,ya terima kasih bagus Pak Ganjar kami teruskan Jadi kami melihat pendidikan
Anis,Tanya Jawab,2.34.15,tinggi sebagai supplier pembentukan kelas menengah Indonesia negara harus
Anis,Tanya Jawab,2.34.21,menempatkan pendidikan tinggi itu sebagai eskalator sosial ekonomi Jadi kalau cara pandangnya begitu maka biaya
Anis,Tanya Jawab,2.34.29,pendidikan tinggi ada dua penyedianya satu orang tua satu negara nah unsur
Anis,Tanya Jawab,2.34.35,negara harus lebih besar negara ambil alih biaya itu bukan Justru malah dibebankan ke Universitas Supaya apa
Anis,Tanya Jawab,2.34.43,dosen pimpinan Universitas bekerja pada pendidikannya pengajarannya penelitiannya pengabdian masyarakat
Anis,Tanya Jawab,2.34.49,biayanya negara yang masuk ini sebagai investasi nanti negara itu dapatnya
Anis,Tanya Jawab,2.34.56,pendapatan dari mana ketika mereka menjadi kelas menengah mereka bekerja mereka memberikan pajak bagi negara tapi
Anis,Tanya Jawab,2.35.02,bukan pendapatan ketika mereka sedang sekolah jadi negara menciptakan Universitas sebagai eskalator sosial
Anis,Tanya Jawab,2.35.10,ekonomi itu kira-kira juga dilakukan 
Moderator,Tanya Jawab,2.35.17,baik kami berikan kesempatan terakhir untuk capres nomor 3 untuk memberikan tanggapan dari respon Paslon 01 silakan Pak Ganjar 1 menit dari Anda berbicara 
Ganjar,Tanya Jawab,2.35.22,kalau kita ingin membangun dan basisnya adalah sumber daya manusia Saya kira tidak boleh
Ganjar,Tanya Jawab,2.35.28,diingkari bahwa betul pendidikan adalah investasi jangan dihitung-hitung sebagai sebuah kos Maka kalau kemudian saya mau
Ganjar,Tanya Jawab,2.35.34,berbagi pengalaman di Jawa tangah kenapa saya cari keluarga miskin agar anaknya
Ganjar,Tanya Jawab,2.35.40,bisa sekolah langsung kerja kami mulai dari SMK karena Alhamdulillah kami mampu
Ganjar,Tanya Jawab,2.35.46,Untuk meng-cover itu ada SMK Jateng Mereka sekolah 3 tahun dan lulus Kami
Ganjar,Tanya Jawab,2.35.52,ingin tingkatkan ini kemana ke perguruan tinggi agar mereka kemudian bisa jauh
Ganjar,Tanya Jawab,2.35.57,lebih baik lagi dengan cara itu ruang-ruang publik kehadiran negara khususnya dalam bidang pendidikan inilah
Ganjar,Tanya Jawab,2.36.05,yang bisa kita berikan kepada mereka hari ini yang kita tuju adalah bagaimana kebijakan ini berpihak kepada yang lemah
Ganjar,Tanya Jawab,2.36.13,Apakah itu si miskin Apakah itu kelompok perempuan Apakah itu penyandang disabilitas sehingga mereka bisa
Ganjar,Tanya Jawab,2.36.19,mendapatkan akses pendidikan tinggi dengan murah 
Moderator,Tanya Jawab,2.36.25,baik silakan selanjutnya hadirin sekalian calon Presiden nomor urut 2 Bapak Prabowo Subianto kami persilakan untuk bertanya kepada calon Presiden nomor urut 1 Bapak
Moderator,Tanya Jawab,2.36.32,Anis Baswedan waktu Bapak 1 menit dimulai saat Bapak berbicara 
Prabowo,Tanya Jawab,2.36.40,Eh Pak Anis kita mengerti tadi bahwa ee angka ee kematian atau usia eh hidup Indonesia
Prabowo,Tanya Jawab,2.36.48,termasuk cukup eh memprihatinkan dan Ini masalahnya adalah
Prabowo,Tanya Jawab,2.36.54,karena kekurangan dokter ee Apakah Bapak setuju dengan eh gagasan saya untuk
Prabowo,Tanya Jawab,2.37.09,negeri dengan beasiswa penuh untuk belajar kedokteran dan sains teknologi
Prabowo,Tanya Jawab,2.37.15,dan engineering mathematics eh sebagai langkah eh darurat untuk mengatasi
Prabowo,Tanya Jawab,2.37.22,kesulitan ini dalam waktu yang sesingkat-singkatnya Terima kasih 
Moderator,Tanya Jawab,2.37.27,Masih Ada Waktu Bapak cukup silakan Bapak Anis Baswedan untuk langsung menjawab pertanyaan dari Bapak Prabowo Subianto waktu Bapak
Moderator,Tanya Jawab,2.37.34,2 menit untuk menjawab silakan 
Anis,Tanya Jawab,2.37.40,Iya prinsip untuk meningkatkan kompetensi kami Setuju Pak karena kompetensi yang meningkat bagaimanapun juga akan bermanfaat nah isunya
Anis,Tanya Jawab,2.37.47,adalah kita harus melihat apa yang menjadi urgen hari ini dan di situ harus
Anis,Tanya Jawab,2.37.54,berbicara dengan siapa berbicara dengan stakeholder negara punya kewenangan tapi
Anis,Tanya Jawab,2.37.59,sekali lagi pengetahuan dan situasi di lapangan kita harus berbicara dengan stakeholder Siapa itu asosiasi profesi
Anis,Tanya Jawab,2.38.08,kemudian Kementerian Kesehatan dinas di daerah Kemudian para aktivis para
Anis,Tanya Jawab,2.38.15,pengamat para pakar kumpulkan datanya lihat apa yang menjadi kebutuhan
Anis,Tanya Jawab,2.38.20,sehingga kita bukan meloncat langsung ini adalah yang dibutuhkan Kenapa karena
Anis,Tanya Jawab,2.38.28,sering kali yang kita anggap sebagai kebutuhan belum tentu di lapangan itu
Anis,Tanya Jawab,2.38.34,menjadi kebutuhan tapi prinsip pengembangan kompetensinya Setuju Pak dan bila memang diharuskan untuk belajar
Anis,Tanya Jawab,2.38.41,ke luar negeri maka go ahead tapi Bila dibalik profesor yang dibawa ke sini
Anis,Tanya Jawab,2.38.48,institusinya dibawa ke sini juga tidak masalah karena dengan begitu proses belajar itu akan terjadi Jadi kami
Anis,Tanya Jawab,2.38.54,melihat pengembangan kompetensi itu baik jangan tapi ya tapi ya memastikan sesuai
Anis,Tanya Jawab,2.39.02,dengan data yang ada Supaya apa yang kita investasikan bisa menjawab
Anis,Tanya Jawab,2.39.09,kebutuhan jadi ada unsur pentingnya ada unsur urgensinya kita kerjakan mana yang
Anis,Tanya Jawab,2.39.16,dapat dua-duanya yang urgen dan yang penting supaya hasilnya bisa langsung kita manfaatkan untuk Indonesia begitu
Anis,Tanya Jawab,2.39.24,jawabannya kira-kira apa pak terima Kasih 
Moderator,Tanya Jawab,2.39.30,masih ada waktu Bapak cukup ingin dimanfaatkan kami persilakan kepada Bapak Prabowo untuk langsung menanggapi jawaban dari Bapak Anis Baswedan waktu Bapak 1 menit 
Prabowo,Tanya Jawab,2.39.38,Baik saya kira Pak Anis ee Saya kira masalahnya adalah ee datanya Sudah Cukup jelas bahwa kita kekurangan
Prabowo,Tanya Jawab,2.39.50,sakit yang seharusnya ada 16 dokter dokternya hanya satu
Prabowo,Tanya Jawab,2.39.55,orang jadi dia dia kewalahan dia harus melayani tiga kabupaten jadi
Prabowo,Tanya Jawab,2.40.02,eh bagaimanapun pemerintah saya kira harus ambil tindakan-tindakan yang cukup
Prabowo,Tanya Jawab,2.40.08,darurat dan untuk itu menurut kami ya kita harus ambil langkah-langkah berani
Prabowo,Tanya Jawab,2.40.15,mengirim sebanyak mungkin tapi saya setuju juga mengundang profesor-profesor untuk mengajar di kita dan saya usulkan
Prabowo,Tanya Jawab,2.40.24,bahwa dari 92 fakultas kedokteran kita tingkatkan menjadi 300 fakultas
Prabowo,Tanya Jawab,2.40.30,kedokteran jadi saya kira usul Pak Pak Eh Anis e baik juga mengundang Profesor
Prabowo,Tanya Jawab,2.40.38,ke Indonesia terima kasih 
Moderator,Tanya Jawab,2.40.44,terima  kasih waktunya habis kami persilakan Bapak untuk merespon jawaban dari Bapak Prabowo waktu Bapak 1 menit 
Anis,Tanya Jawab,2.40.51,Baik terima kasih Jadi tapi ini juga Pak Prabowo yang saya hormati kita banyak memberikan perhatian pada aspek kuratifnya itu memang betul harus 
Anis,Tanya Jawab,2.40.57,dikerjakan tapi jangan lupa aspek preventifnya dan ketika bicara aspek kuratif ada dua satu adalah soft
Anis,Tanya Jawab,2.41.02,infrastructure tadi tenaga medisnya yang kedua hard infrastructure-nya Apa itu
Anis,Tanya Jawab,2.41.08,misalnya nih 15 dari 38 provinsi belum memiliki rumah sakit Kelas A ini harus
Anis,Tanya Jawab,2.41.13,dibangun kemudian 171 kecamatan di 8 provinsi ini belum
Anis,Tanya Jawab,2.41.19,memiliki Puskesmas jadi kita harus memikirkan dua-duanya Pak soft infrastructure manusianya hard
Anis,Tanya Jawab,2.41.26,infrastructure dan jangan lupa itu semua adalah efek dari pola hidup yang tidak
Anis,Tanya Jawab,2.41.33,salah satunya efek pola hidup yang tidak sehat tidak sehat karena itulah promotif preventif itu penting sehingga kita
Anis,Tanya Jawab,2.41.40,tidak hanya mengobati tapi juga mencegah demikian 
Moderator,Closing statement,2.41.47,Baik Terima kasih bapak baik berakhir sudah sesi tanya jawab antar calon presiden kita masih akan lanjutkan
Moderator,Closing statement,2.41.52,lagi tapi silakan beri tepuk tangan yang Meria dulu untuk sesi tanya jawab ketiga calon presiden ini
Moderator,Closing statement,2.42.06,ya Baik bapak ibu dan juga hadirin sudah ada 3 Fase yang kita lewati mulai dari visi misi dan program kerja kemudian 
Moderator,Closing statement,2.42.14,menjawab pertanyaan dari panelis dan berinteraksi satu sama lain masih ada
Moderator,Closing statement,2.42.20,satu sesi lagi kita akan mendengarkan bersama pernyataan penutup dari
Moderator,Closing statement,2.42.26,masing-masing calon presiden betul tahan dulu kami akan kembali di debat kelima calon presiden pemilu tahun 2024
Moderator,Closing statement,2.48.58,pemirsa anda kembali bersama kami di
Moderator,Closing statement,2.49.04,debat kelima calon presiden Pemilu tahun 2024 hadiran sekalian dan juga pemirsa ini 
Moderator,Closing statement,2.49.13,merupakan segmen terakhir di debat kelima malah hari ini benar sekali dan di segmen ini kita akan
Moderator,Closing statement,2.49.19,sama sama mendengarkan pernyataan penutup atau closing statement dari ketiga calon
Moderator,Closing statement,2.49.26,presiden untuk itu kami mengundang bukan hanya Pasangan calon presiden tetapi juga calon wakil presiden untuk
Moderator,Closing statement,2.49.33,sama-sama menuju ke podium kami mohon kepada calon presiden dan juga calon wakil
Moderator,Closing statement,2.49.43,presiden kita akan peryataan penutup yang akan disampaikan
Moderator,Closing statement,2.49.48,hanya calon presiden yang akan menyampaikan pernyataan ya baik mohon
Moderator,Closing statement,2.49.55,tenang sebentar ya Sebentar lagi Oke kesempatan pertama kami akan berikan
Moderator,Closing statement,2.50.03,pernyataan penutup yang akan disampaikan oleh capres nomor urut 1 Bapak Anis
Moderator,Closing statement,2.50.08,Rasyid Baswedan waktunya 4 menit dimulai dari Anda berbicara silakan
Anis,Closing statement,2.50.17,asalamualaikum warahmatullahi wabarakatuh ibu bapak saudara bangsa
Anis,Closing statement,2.50.24,yang saya cintai selama 1 tahun lebih kami berkeliling Indonesia berjumpa
Anis,Closing statement,2.50.31,dengan jutaan rakyat mereka datang bukan mengharap bayaran mereka datang membawa
Anis,Closing statement,2.50.38,harapan Mereka menginginkan ada perubahan kondisi hidup yang lebih baik
Anis,Closing statement,2.50.44,bisa lebih makmur orang tua yang di malam hari melihat anaknya tidur dalam
Anis,Closing statement,2.50.51,kondisi miskin dia melihat sambil membayangkan Akankah anak saya tetap
Anis,Closing statement,2.50.56,miskin seperti ini kelak Bisakah mereka hidup lebih baik kami berjuang untuk
Anis,Closing statement,2.51.02,perubahan agar orang tua yang miskin itu bisa melihat anaknya tidur sambil berkata syukur alhamdulillah walau saya
Anis,Closing statement,2.51.09,miskin walau saya kelas menengah tapi negara hadir untuk membantu Saya punya
Anis,Closing statement,2.51.15,masa depan yang cerah perjalanan inilah perjalanan spiritual bagi kami setiap
Anis,Closing statement,2.51.20,jabatangan setiap pelukan membawa pesan pesan yang mereka sampaikan sebagai
Anis,Closing statement,2.51.28,titip Kami ingin Indonesia yang lebih baik kami Inonesia lebih adil dan kami tahu Tuhan Yang Maha Kuasa Allah
Anis,Closing statement,2.51.35,subhanahu wa taala menginginkan kekuasaan yang Welas Asih yang cinta
Anis,Closing statement,2.51.40,kasih karena itu kami yakin bahwa Tuhan Maha Kuasa Allah subhanahu wa taala akan
Anis,Closing statement,2.51.46,memberikan kekuasaan kepada yang
Anis,Closing statement,2.51.52,dikehendak Qulillāhumma mālikal-mulki tu`til-mulka man tasyā`u wa tanzi'ul-mulka mim man tasyā bahwa Tuhan akan memberikan dan mencabut dari yang dikehendaki karena itu kami dalam
Anis,Closing statement,2.51.59,berjuang menyadari betul cinta kasih Welas Asih ketulusan keteguhan menjadi
Anis,Closing statement,2.52.05,bagian dari perjuangan ini kami menemukan orang-orang yang bertugas di lapangan bersama kami TNI polisi ASN
Anis,Closing statement,2.52.12,kepada mereka kami sampaikan rasa Terima kasih yang luar biasa dan kami akan perhatikan mereka untuk bisa hidup lebih
Anis,Closing statement,2.52.18,baik setiap tahunnya nanti kita juga menyaksikan ada yang menolak ini yang
Anis,Closing statement,2.52.23,hidup dari ketimpangan ini yang justru merasakan kekuasaan dari ketimpangan ini itu yang akan kami lawan tapi kami tidak
Anis,Closing statement,2.52.30,melawan dengan kebencian kami tidak melawan dengan rasa ketidaksukaan kami akan membawa ini dengan spirit surodiro
Anis,Closing statement,2.52.37,joyodingrat lebur dening pangastuti bahwa segala Angkara Murka akan kalah oleh kebaikan merah putih di atas
Anis,Closing statement,2.52.45,semuanya penghormatan kepada kebinekaan penghormatan kepada persatuan akan
Anis,Closing statement,2.52.50,mengantarkan kita yang kita ikhtiarkan bersama-sama menjadi Indonesia yang
Anis,Closing statement,2.52.56,cerdas sejahtera sehat kesetaraan kesempatan bagi semua itulah yang kami
Anis,Closing statement,2.53.02,akan bawa setara bagi siapa laki perempuan kaya miskin kota Desa mereka
Anis,Closing statement,2.53.08,yang berpendidikan umum Madrasah Pesantren agama apapun suku apapun
Anis,Closing statement,2.53.15,dan kami akan tegaskan negara tidak berdagang dengan rakyat negara tidak
